향수ID,향수명,브랜드명,성별,이미지URL,향_설명
31351,Chance Eau de Parfum,Chanel,W,https://fimgs.net/mdimg/perfume-thumbs/375x500.31351.webp,"낮은 조명 아래 데워진 수지와 향신료가 천천히 번지는 향수입니다. 살결 같은 머스크, 패출리의 어둠, 보송한 파우더의 대비가 선명하지만, 전체 분위기는 피부 위에서 부드럽게 정리됩니다.

핑크 페퍼의 장밋빛 스파크와 밝은 열감, 재스민의 윤기와 은근한 관능, 패출리의 흙내음 섞인 어두운 나무결이 부드럽게 어우러져 향의 표정을 만듭니다. 머스크는 그 표정을 한층 섬세하게 다듬습니다.

포근하지만 단정한 분위기를 만들기 좋아 계절감 있는 옷차림과 잘 어울립니다. 잔향은 낮게 깔리며 오래 이어집니다.

레이어링을 할 때는 화이트 머스크가 잔향을 깨끗하게 다듬습니다. 패출리나 베티버를 더하면 달콤함이 줄고 깊이가 또렷해집니다."
523,Allure Homme,Chanel,M,https://fimgs.net/mdimg/perfume-thumbs/375x500.523.webp,"막 씻은 셔츠처럼 깨끗하게 열리지만, 단순한 산뜻함에 머물지 않는 향수입니다. 느리게 흔들리는 꽃의 관능적인 그림자를 바탕에 두고, 피부 위에서는 레몬과 피치의 인상이 자연스럽게 번집니다.

레몬에서는 상큼한 산미와 깨끗한 윤곽이 느껴집니다. 피치에서는 복숭아의 부드러운 과육감과 은한 수분감이 더해집니다. 로즈는 향의 안쪽을 채우며 전체 인상을 입체적으로 만듭니다. 여기에 레더가 스치면서 잔향에 섬세한 굴곡이 생깁니다.

매일 쓰기 쉬운 청결감이 있지만, 허브와 나무결 덕분에 평면적으로 느껴지지 않습니다. 출근길부터 가벼운 저녁 자리까지 폭이 넓습니다.

레이어링을 할 때는 그린 티, 네롤리, 자몽이 잘 맞습니다. 허브의 쓴맛이 밝아지고 전체 인상이 더 투명하게 열립니다."
606,Allure Sensuelle,Chanel,W,https://fimgs.net/mdimg/perfume-thumbs/375x500.606.webp,"단정한 목재감 안에 허브, 흙내음, 은한 온도가 스며드는 향수입니다. 느리게 흔들리는 꽃의 관능적인 그림자를 바탕에 두고, 피부 위에서는 패출리와 핑크 페퍼의 인상이 자연스럽게 번집니다.

패출리의 흙내음 섞인 어두운 나무결, 핑크 페퍼의 장밋빛 스파크와 밝은 열감, 재스민의 윤기와 은근한 관능이 부드럽게 어우러져 향의 표정을 만듭니다. 라벤더는 그 표정을 한층 섬세하게 다듬습니다.

계절을 크게 타지 않는 편이며, 선선한 날에는 목재의 깊이가 더 또렷합니다. 피부 위에서 담백하게 오래 남는 타입입니다.

레이어링을 할 때는 화이트 머스크가 목재감을 깨끗하게 정리합니다. 베티버를 더하면 더 건조하고 세련된 인상으로 기울어집니다."
616,Antaeus,Chanel,M,https://fimgs.net/mdimg/perfume-thumbs/375x500.616.webp,"단정한 목재감 안에 허브, 흙내음, 은한 온도가 스며드는 향수입니다. 클라리 세이지와 코리앤더의 인상이 중심에 있고, 주변으로 허브의 숨결, 가죽의 탄력가 은근하게 번집니다.

클라리 세이지의 맑은 허브감과 부드러운 씁쓸함, 코리앤더의 시트러스 같은 스파이스, 타임의 건조한 허브 향과 단정한 씁쓸함이 부드럽게 어우러져 향의 표정을 만듭니다. 패출리는 그 표정을 한층 섬세하게 다듬습니다.

계절을 크게 타지 않는 편이며, 선선한 날에는 목재의 깊이가 더 또렷합니다. 피부 위에서 담백하게 오래 남는 타입입니다.

레이어링을 할 때는 화이트 머스크가 목재감을 깨끗하게 정리합니다. 베티버를 더하면 더 건조하고 세련된 인상으로 기울어집니다."
12201,Santal 33,Le Labo,U,https://fimgs.net/mdimg/perfume-thumbs/375x500.12201.webp,"나무를 숲처럼 크게 그리기보다 피부 가까이의 결감과 잔향으로 보여주는 향수입니다. 차가운 가을 공기와 따뜻한 컵 사이의 대비를 바탕에 두고, 피부 위에서는 샌달우드와 레더의 인상이 자연스럽게 번집니다.

샌달우드의 크림처럼 매끄러운 나무 온기, 레더의 건조한 탄력과 어두운 광택, 카다멈의 초록빛 열감과 세련된 스파이스가 부드럽게 어우러져 향의 표정을 만듭니다. 아이리스는 그 표정을 한층 섬세하게 다듬습니다.

계절을 크게 타지 않는 편이며, 선선한 날에는 목재의 깊이가 더 또렷합니다. 피부 위에서 담백하게 오래 남는 타입입니다.

레이어링을 할 때는 화이트 머스크가 목재감을 깨끗하게 정리합니다. 베티버를 더하면 더 건조하고 세련된 인상으로 기울어집니다."
10131,Another 13,Le Labo,U,https://fimgs.net/mdimg/perfume-thumbs/375x500.10131.webp,"포근한 열감과 은한 수지감이 만나 저녁의 공기를 닮은 깊이를 만드는 향수입니다. 배, 시트러스, 애플에서 출발해 살결 같은 머스크, 낮은 앰버빛, 마른 나무결 사이를 자연스럽게 오갑니다.

배와 시트러스가 먼저 향의 표정을 열고, 모스, Helvetolide 쪽으로 질감이 이어집니다. 마지막에는 Ambrettolide가 잔향을 부드럽게 붙잡습니다.

저녁 약속이나 조용한 실내에서 매력적입니다. 향신료가 재료의 윤곽을 살리고 수지감이 피부에 부드럽게 붙습니다.

레이어링을 할 때는 샌달우드와 만나면 온기가 더 부드러워집니다. 스파이스를 더하고 싶다면 카다멈처럼 초록빛이 있는 재료가 자연스럽습니다."
31872,The Noir 29,Le Labo,U,https://fimgs.net/mdimg/perfume-thumbs/375x500.31872.webp,"마른 나무결과 깨끗한 공기, 낮은 그림자가 균형 있게 놓이는 향수입니다. 무화과와 Bay Leaf의 인상이 중심에 있고, 주변으로 산뜻한 스파이스, 둥근 단맛가 은근하게 번집니다.

무화과에서는 녹색 과육과 밀키한 잎사귀가 느껴집니다. Bay Leaf에서는 섬세한 질감과 은한 표정이 더해집니다. 베티버는 향의 안쪽을 채우며 전체 인상을 입체적으로 만듭니다. 여기에 토바코가 스치면서 잔향에 섬세한 굴곡이 생깁니다.

나무결 중심의 향을 좋아하지만 너무 건조한 느낌은 피하고 싶을 때 잘 맞습니다. 허브와 머스크가 균형을 부드럽게 잡아줍니다.

레이어링을 할 때는 라벤더나 세이지가 잘 맞습니다. 우디한 중심에 허브의 숨결이 더해져 일상적으로 쓰기 쉬운 균형이 생깁니다."
69731,The Matcha 26,Le Labo,U,https://fimgs.net/mdimg/perfume-thumbs/375x500.69731.webp,"나무를 숲처럼 크게 그리기보다 피부 가까이의 결감과 잔향으로 보여주는 향수입니다. 무화과와 시더의 인상이 중심에 있고, 주변으로 맑은 과즙감, 밝은 시트러스가 은근하게 번집니다.

무화과의 녹색 과육과 밀키한 잎사귀, 시더의 마른 연필심 같은 단정한 나무결, Matcha Tea의 섬세한 질감과 은한 표정이 부드럽게 어우러져 향의 표정을 만듭니다. 비터 오렌지는 그 표정을 한층 섬세하게 다듬습니다.

계절을 크게 타지 않는 편이며, 선선한 날에는 목재의 깊이가 더 또렷합니다. 피부 위에서 담백하게 오래 남는 타입입니다.

레이어링을 할 때는 라벤더나 세이지가 잘 맞습니다. 우디한 중심에 허브의 숨결이 더해져 일상적으로 쓰기 쉬운 균형이 생깁니다."
6327,Bergamote 22,Le Labo,U,https://fimgs.net/mdimg/perfume-thumbs/375x500.6327.webp,"막 씻은 셔츠처럼 깨끗하게 열리지만, 단순한 산뜻함에 머물지 않는 향수입니다. 베르가못, 베티버, 자몽에서 출발해 밝은 시트러스, 허브의 숨결, 마른 나무결 사이를 자연스럽게 오갑니다.

베르가못과 베티버가 먼저 향의 표정을 열고, 페티그레인, 바닐라 쪽으로 질감이 이어집니다. 마지막에는 앰버가 잔향을 부드럽게 붙잡습니다.

더운 날에는 시원하게, 선선한 날에는 단정한 허브감으로 느껴집니다. 깨끗한 인상을 빠르게 만들고 싶을 때 잘 맞습니다.

레이어링을 할 때는 그린 티, 네롤리, 자몽이 잘 맞습니다. 허브의 쓴맛이 밝아지고 전체 인상이 더 투명하게 열립니다."
3678,Rose 31,Le Labo,U,https://fimgs.net/mdimg/perfume-thumbs/375x500.3678.webp,"마른 나무결과 깨끗한 공기, 낮은 그림자가 균형 있게 놓이는 향수입니다. 로즈, Cumin, 베티버에서 출발해 마른 나무결, 장미의 결, 산뜻한 스파이스 사이를 자연스럽게 오갑니다.

로즈와 Cumin가 먼저 향의 표정을 열고, 머스크, 올리바넘 쪽으로 질감이 이어집니다. 마지막에는 랍다넘이 잔향을 부드럽게 붙잡습니다.

나무결 중심의 향을 좋아하지만 너무 건조한 느낌은 피하고 싶을 때 잘 맞습니다. 허브와 머스크가 균형을 부드럽게 잡아줍니다.

레이어링을 할 때는 라벤더나 세이지가 잘 맞습니다. 우디한 중심에 허브의 숨결이 더해져 일상적으로 쓰기 쉬운 균형이 생깁니다."
18382,Lys 41,Le Labo,W,https://fimgs.net/mdimg/perfume-thumbs/375x500.18382.webp,"화려한 꽃다발보다 피부 위에서 천천히 피어나는 꽃의 질감에 집중한 향수입니다. 크리미한 흰 꽃, 튜베로즈의 밀도, 동물적인 온도의 대비가 선명하지만, 전체 분위기는 피부 위에서 부드럽게 정리됩니다.

튜베로즈의 풍성하고 크리미한 흰 꽃의 밀도, 릴리의 깨끗한 흰 꽃의 밀도와 고요함, 바닐라의 둥근 온기와 크리미한 단맛이 부드럽게 어우러져 향의 표정을 만듭니다. 머스크는 그 표정을 한층 섬세하게 다듬습니다.

꽃향이 필요 이상으로 꾸며지지 않아 일상적인 옷차림에도 잘 스며듭니다. 가까운 거리에서 꽃잎의 질감이 더 섬세하게 느껴집니다.

레이어링을 할 때는 바이올렛이나 아이리스가 잘 맞습니다. 꽃의 화사함이 보송하게 정리되고, 머스크를 더하면 잔향이 피부에 더 부드럽게 붙습니다."
57513,Baie 19,Le Labo,U,https://fimgs.net/mdimg/perfume-thumbs/375x500.57513.webp,"포근한 열감과 은한 수지감이 만나 저녁의 공기를 닮은 깊이를 만드는 향수입니다. 젖은 공기와 깨끗한 피부 사이의 투명한 여백을 바탕에 두고, 피부 위에서는 패출리와 Ozonic notes의 인상이 자연스럽게 번집니다.

패출리에서는 흙내음 섞인 어두운 나무결이 느껴집니다. Ozonic notes에서는 섬세한 질감과 은한 표정이 더해집니다. 주니퍼 베리는 향의 안쪽을 채우며 전체 인상을 입체적으로 만듭니다. 여기에 앰브록산이 스치면서 잔향에 섬세한 굴곡이 생깁니다.

차가운 공기와 특히 잘 맞으며, 니트나 울 코트 위에서 따뜻한 깊이가 살아납니다. 달콤함보다 온도와 잔향을 즐기는 향수입니다.

레이어링을 할 때는 화이트 머스크가 잔향을 깨끗하게 다듬습니다. 패출리나 베티버를 더하면 달콤함이 줄고 깊이가 또렷해집니다."
6335,Gaiac 10 Tokyo,Le Labo,U,https://fimgs.net/mdimg/perfume-thumbs/375x500.6335.webp,"마른 나무결과 깨끗한 공기, 낮은 그림자가 균형 있게 놓이는 향수입니다. 마른 나무결, 살결 같은 머스크, 보송한 파우더의 대비가 선명하지만, 전체 분위기는 피부 위에서 부드럽게 정리됩니다.

구아이악 우드와 머스크가 먼저 향의 표정을 열고, 시더, 올리바넘 쪽으로 질감이 이어집니다. 재료가 따로 튀기보다 하나의 분위기로 부드럽게 이어집니다.

일상적인 옷차림에도 쉽게 스며들지만, 단정한 재킷이나 셔츠에서 더 선명하게 느껴집니다. 향이 차분해서 가까운 공간에서도 과하지 않습니다.

레이어링을 할 때는 라벤더나 세이지가 잘 맞습니다. 우디한 중심에 허브의 숨결이 더해져 일상적으로 쓰기 쉬운 균형이 생깁니다."
6340,Vanille 44 Paris,Le Labo,U,https://fimgs.net/mdimg/perfume-thumbs/375x500.6340.webp,"단맛을 크게 부풀리기보다, 데운 설탕과 크림 같은 온도를 피부 위에 부드럽게 펼치는 향수입니다. 바닐라의 온기, 마른 나무결, 마른 연기의 대비가 선명하지만, 전체 분위기는 피부 위에서 부드럽게 정리됩니다.

바닐라의 둥근 온기와 크리미한 단맛, 인센스의 마른 연기와 명상적인 고요함, 알데하이드의 반짝이는 비누 거품 같은 빛이 부드럽게 어우러져 향의 표정을 만듭니다. 만다린은 그 표정을 한층 섬세하게 다듬습니다.

편안한 무드의 데이트나 저녁 약속에서 특히 매력적입니다. 피부 온도와 만나면 재료의 단맛이 둥글게 정리됩니다.

레이어링을 할 때는 네롤리나 만다린처럼 밝은 시트러스가 잘 맞습니다. 앰버를 더하면 잔향이 더 따뜻하고 둥글게 이어집니다."
6332,Patchouli 24,Le Labo,U,https://fimgs.net/mdimg/perfume-thumbs/375x500.6332.webp,"가죽, 연기, 어두운 목재가 만드는 낮은 온도를 세련되게 다듬은 향수입니다. 가죽의 탄력, 마른 나무결, 마른 연기의 대비가 선명하지만, 전체 분위기는 피부 위에서 부드럽게 정리됩니다.

패출리에서는 흙내음 섞인 어두운 나무결이 느껴집니다. Birch에서는 섬세한 질감과 은한 표정이 더해집니다. 스타이랙스는 향의 안쪽을 채우며 전체 인상을 입체적으로 만듭니다. 여기에 바닐라가 스치면서 잔향에 섬세한 굴곡이 생깁니다.

밝은 낮보다 저녁, 얇은 셔츠보다 재킷이나 코트에서 더 자연스럽습니다. 가까이 다가왔을 때 표정이 깊어지는 타입입니다.

레이어링을 할 때는 아이리스나 바이올렛을 곁들이면 가죽과 연기의 결이 부드러워집니다. 베르가못을 더하면 어두운 인상에 깨끗한 입구가 생깁니다."
7848,Labdanum 18,Le Labo,U,https://fimgs.net/mdimg/perfume-thumbs/375x500.7848.webp,"따뜻하지만 무겁게 잠기지 않고, 앰버빛 온기와 향신료의 입자가 부드럽게 이어지는 향수입니다. French labdanum, 바닐라, Civetta에서 출발해 살결 같은 머스크, 낮은 앰버빛, 마른 나무결 사이를 자연스럽게 오갑니다.

French labdanum에서는 섬세한 질감과 은한 표정이 느껴집니다. 바닐라에서는 둥근 온기와 크리미한 단맛이 더해집니다. Resins는 향의 안쪽을 채우며 전체 인상을 입체적으로 만듭니다. 여기에 패출리가 스치면서 잔향에 섬세한 굴곡이 생깁니다.

포근하지만 단정한 분위기를 만들기 좋아 계절감 있는 옷차림과 잘 어울립니다. 잔향은 낮게 깔리며 오래 이어집니다.

레이어링을 할 때는 화이트 머스크가 잔향을 깨끗하게 다듬습니다. 패출리나 베티버를 더하면 달콤함이 줄고 깊이가 또렷해집니다."
51697,Tonka 25,Le Labo,U,https://fimgs.net/mdimg/perfume-thumbs/375x500.51697.webp,"단정한 목재감 안에 허브, 흙내음, 은한 온도가 스며드는 향수입니다. 마른 나무결, 살결 같은 머스크, 바닐라의 온기와 대비가 선명하지만, 전체 분위기는 피부 위에서 부드럽게 정리됩니다.

머스크의 살결 가까운 부드러움과 보송한 여백, 아틀라스 시더의 묵직하고 건조한 시더의 그림자, 오렌지 블로섬의 깨끗한 단맛이 부드럽게 어우러져 향의 표정을 만듭니다. 스타이랙스는 그 표정을 한층 섬세하게 다듬습니다.

일상적인 옷차림에도 쉽게 스며들지만, 단정한 재킷이나 셔츠에서 더 선명하게 느껴집니다. 향이 차분해서 가까운 공간에서도 과하지 않습니다.

레이어링을 할 때는 베르가못이나 자몽을 더하면 나무결이 더 맑게 열립니다. 앰버나 벤조인을 소량 곁들이면 잔향이 따뜻하게 둥글어집니다."
6336,Iris 39,Le Labo,U,https://fimgs.net/mdimg/perfume-thumbs/375x500.6336.webp,"깨끗한 파우더와 부드러운 천의 촉감을 향으로 옮긴 듯한 향수입니다. 차가운 가을 공기와 따뜻한 컵 사이의 대비를 바탕에 두고, 피부 위에서는 아이리스와 패출리의 인상이 자연스럽게 번집니다.

아이리스에서는 보송한 파우더와 차분한 우아함이 느껴집니다. 패출리에서는 흙내음 섞인 어두운 나무결이 더해집니다. 일랑일랑은 향의 안쪽을 채우며 전체 인상을 입체적으로 만듭니다. 여기에 카다멈이 스치면서 잔향에 섬세한 굴곡이 생깁니다.

차분하고 정돈된 인상을 만들기 좋아 사무실이나 조용한 약속에도 부담이 적습니다. 향의 매력은 확산보다 가까운 거리의 질감에서 살아납니다.

레이어링을 할 때는 로즈나 피오니가 부드럽게 어울립니다. 샌달우드를 소량 더하면 보송한 질감 아래에 따뜻한 나무결이 생깁니다."
6328,Vetiver 46,Le Labo,U,https://fimgs.net/mdimg/perfume-thumbs/375x500.6328.webp,"마른 나무결과 깨끗한 공기, 낮은 그림자가 균형 있게 놓이는 향수입니다. 올리바넘과 Tahitian Vetiver의 인상이 중심에 있고, 주변으로 낮은 앰버빛, 산뜻한 스파이스가 은근하게 번집니다.

올리바넘의 성당의 공기 같은 맑은 연기감, Tahitian Vetiver의 섬세한 질감과 은한 표정, 시더의 마른 연필심 같은 단정한 나무결이 부드럽게 어우러져 향의 표정을 만듭니다. 앰버는 그 표정을 한층 섬세하게 다듬습니다.

계절을 크게 타지 않는 편이며, 선선한 날에는 목재의 깊이가 더 또렷합니다. 피부 위에서 담백하게 오래 남는 타입입니다.

레이어링을 할 때는 베르가못이나 자몽을 더하면 나무결이 더 맑게 열립니다. 앰버나 벤조인을 소량 곁들이면 잔향이 따뜻하게 둥글어집니다."
18383,Ylang 49,Le Labo,W,https://fimgs.net/mdimg/perfume-thumbs/375x500.18383.webp,"나무를 숲처럼 크게 그리기보다 피부 가까이의 결감과 잔향으로 보여주는 향수입니다. 일랑일랑, 패출리, 오크모스에서 출발해 마른 나무결, 흙내음의 깊이, 노란 꽃의 윤기 사이를 자연스럽게 오갑니다.

일랑일랑에서는 노란 꽃의 따뜻한 윤기와 부드러운 단맛이 느껴집니다. 패출리에서는 흙내음 섞인 어두운 나무결이 더해집니다. Tahitian Gardenia는 향의 안쪽을 채우며 전체 인상을 입체적으로 만듭니다. 여기에 벤조인이 스치면서 잔향에 섬세한 굴곡이 생깁니다.

계절을 크게 타지 않는 편이며, 선선한 날에는 목재의 깊이가 더 또렷합니다. 피부 위에서 담백하게 오래 남는 타입입니다.

레이어링을 할 때는 라벤더나 세이지가 잘 맞습니다. 우디한 중심에 허브의 숨결이 더해져 일상적으로 쓰기 쉬운 균형이 생깁니다."
6337,Jasmin 17,Le Labo,U,https://fimgs.net/mdimg/perfume-thumbs/375x500.6337.webp,"꽃을 장식처럼 얹기보다, 꽃잎의 결감과 온도를 가까이 가져오는 향수입니다. 오렌지 블로섬, 재스민, 비터 오렌지에서 출발해 크리미한 흰 꽃, 밝은 시트러스, 깨끗한 공기감 사이를 자연스럽게 오갑니다.

오렌지 블로섬의 깨끗한 단맛, 재스민의 윤기와 은근한 관능, 머스크의 살결 가까운 부드러움과 보송한 여백이 부드럽게 어우러져 향의 표정을 만듭니다. 리치아 쿠베바는 그 표정을 한층 섬세하게 다듬습니다.

꽃향이 필요 이상으로 꾸며지지 않아 일상적인 옷차림에도 잘 스며듭니다. 가까운 거리에서 꽃잎의 질감이 더 섬세하게 느껴집니다.

레이어링을 할 때는 화이트 머스크가 꽃의 윤곽을 깨끗하게 정리합니다. 베르가못이나 그린 티를 더하면 꽃잎 사이에 밝은 공기가 생깁니다."
6334,Ambrette 9,Le Labo,U,https://fimgs.net/mdimg/perfume-thumbs/375x500.6334.webp,"꽃을 장식처럼 얹기보다, 꽃잎의 결감과 온도를 가까이 가져오는 향수입니다. 앰브레트, Fruity Notes, 머스크에서 출발해 살결 같은 머스크, 맑은 과즙감, 꽃잎의 볼륨 사이를 자연스럽게 오갑니다.

앰브레트와 Fruity Notes가 먼저 향의 표정을 열고, 알데하이드, 아말피 레몬 쪽으로 질감이 이어집니다. 마지막에는 앰버가 잔향을 부드럽게 붙잡습니다.

밝은 낮에는 산뜻하게, 저녁에는 부드러운 살결감으로 남습니다. 꽃을 좋아하지만 과한 달콤함은 부담스러울 때 잘 맞습니다.

레이어링을 할 때는 화이트 머스크가 꽃의 윤곽을 깨끗하게 정리합니다. 베르가못이나 그린 티를 더하면 꽃잎 사이에 밝은 공기가 생깁니다."
6330,Neroli 36,Le Labo,U,https://fimgs.net/mdimg/perfume-thumbs/375x500.6330.webp,"꽃을 장식처럼 얹기보다, 꽃잎의 결감과 온도를 가까이 가져오는 향수입니다. 오렌지 블로섬과 알데하이드의 인상이 중심에 있고, 주변으로 밝은 시트러스, 알데하이드의 반짝임가 은근하게 번집니다.

오렌지 블로섬과 알데하이드가 먼저 향의 표정을 열고, 로즈, 바닐라 쪽으로 질감이 이어집니다. 마지막에는 통카빈이 잔향을 부드럽게 붙잡습니다.

셔츠, 실크 블라우스, 단정한 니트처럼 질감이 있는 옷차림과 잘 어울립니다. 향이 직선적으로 튀기보다 둥근 곡선을 남깁니다.

레이어링을 할 때는 바이올렛이나 아이리스가 잘 맞습니다. 꽃의 화사함이 보송하게 정리되고, 머스크를 더하면 잔향이 피부에 더 부드럽게 붙습니다."
6331,Fleur d'Oranger 27,Le Labo,U,https://fimgs.net/mdimg/perfume-thumbs/375x500.6331.webp,"허브와 시트러스가 공기를 밝히고, 초록빛 재료가 향의 윤곽을 또렷하게 잡아주는 향수입니다. 오렌지 블로섬과 페티그레인의 인상이 중심에 있고, 주변으로 크리미한 흰 꽃, 허브의 숨결가 은근하게 번집니다.

오렌지 블로섬의 깨끗한 단맛, 페티그레인의 잎과 가지가 섞인 쌉싸래한 초록빛, 베르가못의 밝은 산미와 투명한 빛이 부드럽게 어우러져 향의 표정을 만듭니다. 레몬은 그 표정을 한층 섬세하게 다듬습니다.

향이 무겁게 남지 않아 가까운 실내에서도 부담이 적습니다. 산뜻한 시작 뒤에 은근한 잔향이 남는 타입입니다.

레이어링을 할 때는 화이트 머스크를 얇게 더하면 청결감이 더 오래 이어집니다. 시더우드나 베티버를 곁들이면 산뜻함 뒤에 단정한 깊이가 생깁니다."
84249,Lavande 31,Le Labo,U,https://fimgs.net/mdimg/perfume-thumbs/375x500.84249.webp,"허브와 시트러스가 공기를 밝히고, 초록빛 재료가 향의 윤곽을 또렷하게 잡아주는 향수입니다. 네롤리와 베르가못의 인상이 중심에 있고, 주변으로 밝은 시트러스, 살결 같은 머스크가 은근하게 번집니다.

네롤리의 비누처럼 깨끗한 꽃빛과 시트러스의 밝기, 베르가못의 밝은 산미와 투명한 빛, 머스크의 살결 가까운 부드러움과 보송한 여백이 부드럽게 어우러져 향의 표정을 만듭니다. Tonka는 그 표정을 한층 섬세하게 다듬습니다.

향이 무겁게 남지 않아 가까운 실내에서도 부담이 적습니다. 산뜻한 시작 뒤에 은근한 잔향이 남는 타입입니다.

레이어링을 할 때는 그린 티, 네롤리, 자몽이 잘 맞습니다. 허브의 쓴맛이 밝아지고 전체 인상이 더 투명하게 열립니다."
54784,Tabac 28 Miami,Le Labo,U,https://fimgs.net/mdimg/perfume-thumbs/375x500.54784.webp,"나무를 숲처럼 크게 그리기보다 피부 가까이의 결감과 잔향으로 보여주는 향수입니다. 원문이 떠올리게 하는 분위기는 차가운 가을 공기와 따뜻한 컵 사이의 대비에 가깝습니다. 실제 착향에서는 마른 나무결, 토바코의 그늘 방향으로 차분하게 풀립니다.

Tobacco Leaf에서는 섬세한 질감과 은한 표정이 느껴집니다. 구아이악 우드에서는 훈연된 목재와 수지의 둥근 어둠이 더해집니다. 럼은 향의 안쪽을 채우며 전체 인상을 입체적으로 만듭니다. 여기에 시더가 스치면서 잔향에 섬세한 굴곡이 생깁니다.

일상적인 옷차림에도 쉽게 스며들지만, 단정한 재킷이나 셔츠에서 더 선명하게 느껴집니다. 향이 차분해서 가까운 공간에서도 과하지 않습니다.

레이어링을 할 때는 베르가못이나 자몽을 더하면 나무결이 더 맑게 열립니다. 앰버나 벤조인을 소량 곁들이면 잔향이 따뜻하게 둥글어집니다."
6338,Musc 25 Los Angeles,Le Labo,U,https://fimgs.net/mdimg/perfume-thumbs/375x500.6338.webp,"화장대 위의 고운 가루, 잘 다린 셔츠, 낮은 조명이 함께 떠오르는 향수입니다. 머스크, 알데하이드, 앰버그리스에서 출발해 살결 같은 머스크, 알데하이드의 반짝임, 깨끗한 공기감 사이를 자연스럽게 오갑니다.

머스크와 알데하이드가 먼저 향의 표정을 열고, 로즈, 시더 쪽으로 질감이 이어집니다. 마지막에는 베티버가 잔향을 부드럽게 붙잡습니다.

목소리를 낮춘 우아함이 있어 계절을 크게 타지 않습니다. 피부 위에서는 부드러운 파우더와 머스크가 오래 남습니다.

레이어링을 할 때는 로즈나 피오니가 부드럽게 어울립니다. 샌달우드를 소량 더하면 보송한 질감 아래에 따뜻한 나무결이 생깁니다."
6329,Oud 27,Le Labo,U,https://fimgs.net/mdimg/perfume-thumbs/375x500.6329.webp,"가죽, 연기, 어두운 목재가 만드는 낮은 온도를 세련되게 다듬은 향수입니다. 살결 같은 머스크, 동물적인 온도, 낮은 앰버빛의 대비가 선명하지만, 전체 분위기는 피부 위에서 부드럽게 정리됩니다.

Civet와 우드가 먼저 향의 표정을 열고, 알데하이드, 앰버 쪽으로 질감이 이어집니다. 마지막에는 불가리안 로즈가 잔향을 부드럽게 붙잡습니다.

밝은 낮보다 저녁, 얇은 셔츠보다 재킷이나 코트에서 더 자연스럽습니다. 가까이 다가왔을 때 표정이 깊어지는 타입입니다.

레이어링을 할 때는 아이리스나 바이올렛을 곁들이면 가죽과 연기의 결이 부드러워집니다. 베르가못을 더하면 어두운 인상에 깨끗한 입구가 생깁니다."
101776,Eucalyptus 20,Le Labo,U,https://fimgs.net/mdimg/perfume-thumbs/375x500.101776.webp,"나무를 숲처럼 크게 그리기보다 피부 가까이의 결감과 잔향으로 보여주는 향수입니다. 올리바넘, 시더우드, Eucalyptus에서 출발해 마른 나무결, 낮은 앰버빛, 허브의 숨결 사이를 자연스럽게 오갑니다.

올리바넘의 성당의 공기 같은 맑은 연기감, 시더우드의 단정한 목재감과 마른 잔향, Red Thyme의 섬세한 질감과 은한 표정이 부드럽게 어우러져 향의 표정을 만듭니다. 랍다넘은 그 표정을 한층 섬세하게 다듬습니다.

계절을 크게 타지 않는 편이며, 선선한 날에는 목재의 깊이가 더 또렷합니다. 피부 위에서 담백하게 오래 남는 타입입니다.

레이어링을 할 때는 화이트 머스크가 목재감을 깨끗하게 정리합니다. 베티버를 더하면 더 건조하고 세련된 인상으로 기울어집니다."
46895,Hwyl,Aesop,U,https://fimgs.net/mdimg/perfume-thumbs/375x500.46895.webp,"마른 나무결과 깨끗한 공기, 낮은 그림자가 균형 있게 놓이는 향수입니다. 원문이 떠올리게 하는 분위기는 느리게 흔들리는 꽃의 관능적인 그림자에 가깝습니다. 실제 착향에서는 마른 나무결, 허브의 숨결 방향으로 차분하게 풀립니다.

Spices의 섬세한 질감과 은한 표정, 타임의 건조한 허브 향과 단정한 씁쓸함, 우디 노트의 차분한 나무결과 낮은 깊이가 부드럽게 어우러져 향의 표정을 만듭니다. 올리바넘은 그 표정을 한층 섬세하게 다듬습니다.

나무결 중심의 향을 좋아하지만 너무 건조한 느낌은 피하고 싶을 때 잘 맞습니다. 허브와 머스크가 균형을 부드럽게 잡아줍니다.

레이어링을 할 때는 베르가못이나 자몽을 더하면 나무결이 더 맑게 열립니다. 앰버나 벤조인을 소량 곁들이면 잔향이 따뜻하게 둥글어집니다."
